Incident_Occurred_Date,Incident_Location,City,State,Incident_Type,Allegation,Incident_Disposition,Citizen_Race,Citizen_Gender,Officer_Race,Officer_Gender,FID,Incident_ID
2021-12-28 23:10:00,Kaynorth Rd / E Northrup St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,Black,Female,White,Female,178,20220011
2021-12-28 23:10:00,Kaynorth Rd / E Northrup St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,Black,Female,White,Female,179,20220011
2021-12-28 23:10:00,Kaynorth Rd / E Northrup St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,Black,Female,White,Male,180,20220011
2021-11-11 12:00:00,Regent St / Perkins St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Male,Black,Male,191,20220018
2022-01-07 12:00:00,S Cedar St / Pacific Ave,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,Black,Female,White,Female,173,20220002
2022-01-11 12:00:00,N Martin Luther King Jr Blvd / W Willow St,Lansing,MI,Citizen complaint,Violation of Rules,Unfounded,Black,Male,Black,Male,174,20220004
2022-01-01 12:00:00,Townsend St / W Lenawee St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Exonerated,Black,Male,White,Male,175,20220005
2022-02-01 12:00:00,Wisconsin Ave / Daleford Ave,Lansing,MI,Citizen complaint,Courtesy,Sustained,White,Male,White,Male,176,20220006
2022-02-18 12:00:00,5000 Block of Wise Rd,Lansing,MI,Citizen complaint,Courtesy,Not Sustained,Black,Female,White,Female,181,20220014
2022-02-16 12:00:00,Wainwright Ave / Glenbrook Dr,Lansing,MI,Citizen complaint,Neglect of Duty,Exonerated,White,Female,Black,Male,182,20220015
2022-02-25 12:00:00,W Jolly Rd / Kensington Cir,Lansing,MI,Citizen complaint,Use of Force,Exonerated,Black,Male,White,Male,183,20220016
2022-02-25 12:00:00,W Jolly Rd / Kensington Cir,Lansing,MI,Citizen complaint,Use of Force,Exonerated,Black,Male,White,Male,184,20220016
2022-02-25 12:00:00,W Jolly Rd / Kensington Cir,Lansing,MI,Citizen complaint,Use of Force,Exonerated,Black,Male,White,Male,185,20220016
2022-02-25 12:00:00,W Jolly Rd / Kensington Cir,Lansing,MI,Citizen complaint,Use of Force,Exonerated,Black,Male,Black,Male,186,20220016
2022-03-02 12:00:00,Anson St / Lucie St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Male,White,Male,187,20220017
2022-03-02 12:00:00,Anson St / Lucie St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Male,White,Male,188,20220017
2022-03-02 12:00:00,Anson St / Lucie St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Male,White,Male,189,20220017
2022-03-02 12:00:00,Anson St / Lucie St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Male,White,Male,190,20220017
2022-03-09 01:30:00,Sunset Ave / Melvin Ct,Lansing,MI,Citizen complaint,Unbecoming Conduct,Not Sustained,Black,Male,Hispanic,Male,192,20220022
2022-03-09 01:30:00,Sunset Ave / Melvin Ct,Lansing,MI,Citizen complaint,Unbecoming Conduct,Not Sustained,Black,Male,White,Male,193,20220022
2022-03-09 01:30:00,Sunset Ave / Melvin Ct,Lansing,MI,Citizen complaint,Departmental And Injury Reports,Not Sustained,Black,Male,Hispanic,Male,194,20220022
2022-03-09 01:30:00,Sunset Ave / Melvin Ct,Lansing,MI,Citizen complaint,Departmental And Injury Reports,Not Sustained,Black,Male,White,Male,195,20220022
2022-03-18 12:00:00,S Pennsylvania Ave / E Miller Rd,Lansing,MI,Citizen complaint,Courtesy,Unfounded,Black,Male,White,Male,196,20220023
2022-04-03 03:36:00,Randall St / 7th Ave,Lansing,MI,Citizen complaint,Courtesy,Unfounded,White,Female,Black,Male,197,20220027
2022-04-03 03:36:00,Randall St / 7th Ave,Lansing,MI,Citizen complaint,Courtesy,Unfounded,White,Female,White,Male,198,20220027
2022-04-03 03:36:00,Randall St / 7th Ave,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Female,Black,Male,199,20220027
2022-04-03 03:36:00,Randall St / 7th Ave,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Unfounded,White,Female,White,Male,200,20220027
2022-05-13 23:45:00,E Kalamazoo St / US 127,Lansing,MI,Citizen complaint,Use Of Force,Exonerated,White,Female,White,Male,201,20220029
2022-06-19 04:00:00,W Jolly Rd / S Washington Ave,Lansing,MI,Citizen complaint,Courtesy,Unfounded,Unknown,Female,White,Male,202,20220037
2022-07-06 23:29:00,Seymour Ave / W Lapeer St,Lansing,MI,Citizen complaint,Courtesy,Unfounded,Black,Female,White,Male,203,20220040
2022-07-06 23:29:00,Seymour Ave / W Lapeer St,Lansing,MI,Citizen complaint,Courtesy,Unfounded,Black,Female,White,Male,204,20220040
2023-02-14 12:00:00,500 Block of W Madison St,Lansing,MI,Citizen complaint,Unsatisfactory Performance,Informational Only,Unknown,Female,Black,Male,261,20230011
